out SR+ Plot X,out SR+ Plot Y,in SR+ Plot X,in SR+ Plot Y,pulse_out X,pulse_out Y,pulse_in X,pulse_in Y
1.193212463395142e-05,1.19995395395779,1.193212463395142e-05,1.2,1.193212463395142e-05,0.812121641179217,1.193212463395142e-05,0.61
1.208149308396245e-05,1.199963457126346,1.208149308396245e-05,1.2,1.208149308396245e-05,0.8057669543577045,1.208149308396245e-05,0.61
1.226519727595659e-05,1.199971295846042,1.226519727595659e-05,1.2,1.226519727595659e-05,0.8014558731132817,1.226519727595659e-05,0.61
1.247870545734537e-05,1.1999771712723,1.247870545734537e-05,1.2,1.247870545734537e-05,0.8004861008555995,1.247870545734537e-05,0.61
1.271827066554026e-05,1.199981025044818,1.271827066554026e-05,1.2,1.271827066554026e-05,0.8025671560371191,1.271827066554026e-05,0.61
1.293854614685191e-05,1.199983446968226,1.293854614685191e-05,1.2,1.293854614685191e-05,0.805631876771736,1.293854614685191e-05,0.61
1.315815978508533e-05,1.199985205711554,1.315815978508533e-05,1.2,1.315815978508533e-05,0.8084374754722886,1.315815978508533e-05,0.61
1.340052650877045e-05,1.199986708904761,1.340052650877045e-05,1.2,1.340052650877045e-05,0.8104249188909922,1.340052650877045e-05,0.61
1.369959397981116e-05,1.199988274735545,1.369959397981116e-05,1.2,1.369959397981116e-05,0.8112018652672336,1.369959397981116e-05,0.61
1.404308604850554e-05,1.199989504713252,1.404308604850554e-05,1.2,1.404308604850554e-05,0.8107006591872058,1.404308604850554e-05,0.61
1.443226977553605e-05,1.199990671680882,1.443226977553605e-05,1.2,1.443226977553605e-05,0.8096863370797295,1.443226977553605e-05,0.61
1.483961197971319e-05,1.199991650699863,1.483961197971319e-05,1.2,1.483961197971319e-05,0.8090076688478727,1.483961197971319e-05,0.61
1.533871006027607e-05,1.199992611452024,1.533871006027607e-05,1.2,1.533871006027607e-05,0.8088893122692755,1.533871006027607e-05,0.61
1.596747690138077e-05,1.199993619124578,1.596747690138077e-05,1.2,1.596747690138077e-05,0.8091696116031195,1.596747690138077e-05,0.61
1.674490444989497e-05,1.199994497796165,1.674490444989497e-05,1.2,1.674490444989497e-05,0.8093974208149181,1.674490444989497e-05,0.61
1.769724965784718e-05,1.199995354623032,1.769724965784718e-05,1.2,1.769724965784718e-05,0.8093864116829251,1.769724965784718e-05,0.61
1.898775052941179e-05,1.199996211606192,1.898775052941179e-05,1.2,1.898775052941179e-05,0.8093080276728287,1.898775052941179e-05,0.61
2e-05,1.199996716695414,2e-05,1.2,2e-05,0.8092984874895518,2e-05,0.61
2.000001875e-05,1.164467205704421,2.000001875e-05,1.125000000015082,2.000001875e-05,0.8092984615505043,2.000001875e-05,0.6099981250000002
2.000003814474228e-05,1.120268333898207,2.000003814474228e-05,1.047421030900983,2.000003814474228e-05,0.8092984345894448,2.000003814474228e-05,0.6099961855257723
2.000004923651721e-05,1.093996285723284,2.000004923651721e-05,1.003053931171637,2.000004923651721e-05,0.809298419096072,2.000004923651721e-05,0.6099950763482791
2.000006016628777e-05,1.067890243656979,2.000006016628777e-05,0.9593348489434949,2.000006016628777e-05,0.8092984280932064,2.000006016628777e-05,0.6099939833712233
2.000007839122512e-05,1.024141109235359,2.000007839122512e-05,0.8864350995147289,2.000007839122512e-05,0.8092984098322724,2.000007839122512e-05,0.6099921608774876
2.000010828944802e-05,0.9522513174407005,2.000010828944802e-05,0.766842207921781,2.000010828944802e-05,0.809298380579145,2.000010828944802e-05,0.6099891710551979
2.000015268250225e-05,0.8456072346766232,2.000015268250225e-05,0.5892699910220814,2.000015268250225e-05,0.8092983368808959,2.000015268250225e-05,0.6099847317497754
2.000022089861572e-05,0.6822822958023019,2.000022089861572e-05,0.3164055371169758,2.000022089861572e-05,0.8092982680538199,2.000022089861572e-05,0.6099779101384277
2.00003e-05,0.493906951868407,2.00003e-05,0,2.00003e-05,0.8092981854139114,2.00003e-05,0.6099699999999998
2.000030528261954e-05,0.494003702999336,2.000030528261954e-05,0,2.000030528261954e-05,0.8092981797797063,2.000030528261954e-05,0.6099694717380465
2.000031079261488e-05,0.4941039660745764,2.000031079261488e-05,0,2.000031079261488e-05,0.8092981738930811,2.000031079261488e-05,0.6099689207385122
2.00003200898745e-05,0.4942738735267883,2.00003200898745e-05,0,2.00003200898745e-05,0.8092981639289905,2.00003200898745e-05,0.6099679910125501
2.000033868439374e-05,0.494613752727881,2.000033868439374e-05,0,2.000033868439374e-05,0.8092981438761049,2.000033868439374e-05,0.609966131560626
2.000037587343222e-05,0.4952928188383685,2.000037587343222e-05,0,2.000037587343222e-05,0.8092981032726314,2.000037587343222e-05,0.6099624126567775
2.000045025150919e-05,0.4966475911337935,2.000045025150919e-05,0,2.000045025150919e-05,0.8092980201273751,2.000045025150919e-05,0.6099549748490809
2.000059900766312e-05,0.4993429382434655,2.000059900766312e-05,0,2.000059900766312e-05,0.8092978465350025,2.000059900766312e-05,0.6099400992336875
2.000089651997099e-05,0.5046890828768629,2.000089651997099e-05,0,2.000089651997099e-05,0.809297473718791,2.000089651997099e-05,0.6099103480029009
2.000149154458672e-05,0.5151563064025954,2.000149154458672e-05,0,2.000149154458672e-05,0.8092966531346559,2.000149154458672e-05,0.6098508455413275
2.000268159381819e-05,0.5353196684473913,2.000268159381819e-05,0,2.000268159381819e-05,0.8092949151461544,2.000268159381819e-05,0.6097318406181808
2.000451093586231e-05,0.5643880944932805,2.000451093586231e-05,0,2.000451093586231e-05,0.8092927278744977,2.000451093586231e-05,0.6095489064137689
2.00061645942185e-05,0.5889361666142344,2.00061645942185e-05,0,2.00061645942185e-05,0.8092919474837599,2.00061645942185e-05,0.6093835405781495
2.000781313005302e-05,0.6119592771360756,2.000781313005302e-05,0,2.000781313005302e-05,0.8092929102665553,2.000781313005302e-05,0.6092186869946984
2.000955003136414e-05,0.634726698279019,2.000955003136414e-05,0,2.000955003136414e-05,0.809296312658333,2.000955003136414e-05,0.6090449968635862
2.001140752117278e-05,0.6577146713245805,2.001140752117278e-05,0,2.001140752117278e-05,0.8093030529830177,2.001140752117278e-05,0.6088592478827215
2.001344947230013e-05,0.6815018901909841,2.001344947230013e-05,0,2.001344947230013e-05,0.809314403987977,2.001344947230013e-05,0.6086550527699872
2.001566755328756e-05,0.7056980581042063,2.001566755328756e-05,0,2.001566755328756e-05,0.8093314183538495,2.001566755328756e-05,0.6084332446712439
2.001807239324468e-05,0.7303453138642162,2.001807239324468e-05,0,2.001807239324468e-05,0.8093551010641818,2.001807239324468e-05,0.6081927606755324
2.002074575368212e-05,0.7560066991377078,2.002074575368212e-05,0,2.002074575368212e-05,0.8093871236141228,2.002074575368212e-05,0.6079254246317883
2.002364271302782e-05,0.7818707258742116,2.002364271302782e-05,0,2.002364271302782e-05,0.8094272553031971,2.002364271302782e-05,0.6076357286972177
2.002680188926834e-05,0.8081034984599461,2.002680188926834e-05,0,2.002680188926834e-05,0.8094755874432015,2.002680188926834e-05,0.607319811073166
2.002982048864218e-05,0.8313794076225595,2.002982048864218e-05,0,2.002982048864218e-05,0.8095242773849954,2.002982048864218e-05,0.6070179511357822
2.003344207038146e-05,0.8572523060643219,2.003344207038146e-05,0,2.003344207038146e-05,0.8095828014795908,2.003344207038146e-05,0.6066557929618539
2.003812728362551e-05,0.8878102402517228,2.003812728362551e-05,0,2.003812728362551e-05,0.809652806915019,2.003812728362551e-05,0.6061872716374489
2.004289064018103e-05,0.9156417923979669,2.004289064018103e-05,0,2.004289064018103e-05,0.8097106473850193,2.004289064018103e-05,0.6057109359818966
2.004802180248448e-05,0.9419741497821547,2.004802180248448e-05,0,2.004802180248448e-05,0.8097498548910183,2.004802180248448e-05,0.6051978197515521
2.0053471883897e-05,0.9663939221577104,2.0053471883897e-05,0,2.0053471883897e-05,0.8097571020506216,2.0053471883897e-05,0.6046528116102998
2.006003402592449e-05,0.9913823048082993,2.006003402592449e-05,0,2.006003402592449e-05,0.8097065577210212,2.006003402592449e-05,0.6039965974075505
2.006806628026862e-05,1.016980732249556,2.006806628026862e-05,0,2.006806628026862e-05,0.8095394242014122,2.006806628026862e-05,0.6031933719731382
